City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,saldanha,-33.0117,17.9442,11.03,77,18,6.43,ZA,1691962410
368,melfort,52.8667,-104.6177,20.07,56,85,1.54,CA,1691962410
369,as sulayyil,20.4607,45.5779,36.14,20,16,2.97,SA,1691962410
370,vila franca do campo,37.7167,-25.4333,24.23,92,63,1.81,PT,1691962411
371,antonio enes,-16.2325,39.9086,21.95,77,52,2.28,MZ,1691962411
372,lagunas,-5.2269,-75.6753,23.33,98,94,1.07,PE,1691962411
373,flin flon,54.7682,-101.865,20.91,68,75,3.6,CA,1691962411
374,vanimo,-2.6741,141.3028,24.89,91,100,2.71,PG,1691962411
375,zunyi,27.6867,106.9072,20.75,93,27,1.1,CN,1691962139
376,queenstown,-31.8976,26.8753,11.34,85,91,2.08,ZA,1691962411
377,soto la marina,23.7667,-98.2167,34.92,44,100,8.54,MX,1691962411
378,trinidad,-14.8333,-64.9,20.45,70,100,2.48,BO,1691962407
379,pitkyaranta,61.5734,31.4792,17.07,90,1,1.86,RU,1691962412
380,haciqabul,40.0408,48.9445,28.11,40,0,3.13,AZ,1691962412
381,karratha,-20.7377,116.8463,17.82,52,44,3.93,AU,1691962412
382,baiyin,36.5583,104.2081,21.3,51,59,1.57,CN,1691962412
383,peniche,39.3558,-9.3811,19.6,88,93,6.52,PT,1691962412
384,paita,-5.0892,-81.1144,22.51,79,90,6.34,PE,1691962413
385,cidreira,-30.1811,-50.2056,10.71,68,46,1.14,BR,1691962413
386,raufoss,60.7264,10.6172,12.44,98,100,1.7,NO,1691962413
387,golyshmanovo,56.3979,68.3728,9.56,65,100,3.18,RU,1691962413
388,karakecili,39.5942,33.3778,26.52,39,27,3.44,TR,1691962413
389,murghob,38.1702,73.9667,11.67,36,0,0.69,TJ,1691962413
390,letlhakane,-21.4167,25.5833,16.71,30,0,3.18,BW,1691962413
391,mar del plata,-38.0023,-57.5575,13.3,46,0,9.26,AR,1691962213
392,basoko,1.2391,23.616,21.87,96,29,0.46,CD,1691962414
393,alta,69.9689,23.2717,13.59,81,0,1.54,NO,1691962414
394,newman,37.3138,-121.0208,33.19,16,37,3.06,US,1691962414
395,san jose de mayo,-34.3375,-56.7136,9.33,46,78,3.99,UY,1691962414
396,starobin,52.7267,27.4606,17.63,70,32,3.24,BY,1691962414
397,mabaruma,8.2,-59.7833,27.31,75,17,2.46,GY,1691962414
398,wajir,1.7471,40.0573,27.11,51,96,7.95,KE,1691962415
399,howrah,22.5892,88.3103,27.0,94,75,0.0,IN,1691962415
400,ewo,-0.8725,14.8206,25.59,75,100,2.79,CG,1691962415
401,south hedland,-20.4089,118.5983,16.96,77,73,4.12,AU,1691962415
402,belel,7.05,14.4333,16.64,95,100,0.48,CM,1691962415
403,tindouf,27.6711,-8.1474,39.25,10,0,2.06,DZ,1691962415
404,ceeldheer,3.8488,47.1806,24.36,88,97,6.68,SO,1691962202
405,valparaiso,-33.0393,-71.6273,27.13,36,0,6.69,CL,1691962415
406,cihanbeyli,38.6607,32.9244,28.86,33,53,3.71,TR,1691962416
407,yujing,23.1249,120.4614,29.25,80,34,1.52,TW,1691962416
408,idfu,24.9803,32.8747,33.15,27,1,6.17,EG,1691962416
409,sonoita,31.85,-112.8333,38.41,18,5,5.36,MX,1691962416
410,nago,26.5881,127.9761,28.47,84,11,1.69,JP,1691962416
411,nova vicosa,-17.8919,-39.3719,22.45,80,22,3.4,BR,1691962416
412,bumba,2.1833,22.4667,21.83,96,63,0.64,CD,1691962416
413,raja,8.4596,25.678,21.08,94,25,1.87,SS,1691962416
414,sakaiminato,35.55,133.2333,24.99,100,75,1.54,JP,1691962416
415,leeton,-34.5667,146.4,8.27,95,99,1.81,AU,1691962417
416,dodoma,-6.1722,35.7395,18.29,70,2,5.94,TZ,1691962417
417,tosontsengel,48.7567,98.2839,9.74,93,77,1.12,MN,1691962417
418,woolgoolga,-30.1106,153.2007,17.25,85,20,3.92,AU,1691962417
419,cromer,52.9312,1.2989,18.23,72,97,3.58,GB,1691962417
420,mount gambier,-37.8333,140.7667,4.01,85,25,1.09,AU,1691962417
421,benghazi,32.1167,20.0667,25.98,64,0,4.29,LY,1691962417
422,troitskoye,52.9821,84.6757,10.79,93,97,4.2,RU,1691962418
423,slobodskoy,58.7322,50.1772,16.68,75,5,1.65,RU,1691962418
424,kailua-kona,19.6406,-155.9956,29.98,68,0,6.17,US,1691962418
425,cruzeiro do sul,-29.5128,-51.9853,12.27,67,0,0.69,BR,1691962418
426,ma'rib,15.4591,45.3253,30.05,29,23,3.81,YE,1691962418
427,tynda,55.1667,124.7167,15.46,99,100,2.21,RU,1691962418
428,shalqar,47.8333,59.6,19.73,23,1,2.36,KZ,1691962418
429,geraldton,-28.7667,114.6,8.23,93,0,4.63,AU,1691962418
430,bucerias,20.75,-105.3333,33.88,75,40,6.69,MX,1691962419
431,skovorodino,53.9833,123.9167,16.85,97,97,1.16,RU,1691962419
432,tuy hoa,13.0833,109.3,27.27,74,24,3.3,VN,1691962419
433,columbus,39.9612,-82.9988,30.64,51,75,4.63,US,1691962190
434,namtsy,62.7161,129.6658,19.01,47,100,4.52,RU,1691962419
435,kongsberg,59.6652,9.6465,15.09,98,100,2.0,NO,1691962419
436,porto novo,6.4965,2.6036,25.9,87,99,5.0,BJ,1691962419
437,avrig,45.7167,24.3833,15.36,92,0,0.94,RO,1691962419
438,mildura,-34.2,142.15,10.04,94,100,3.33,AU,1691962420
439,la'ie,21.6477,-157.9253,30.0,60,1,4.96,US,1691962420
440,iyidere,41.0119,40.3619,25.98,83,69,0.5,TR,1691962420
441,sittwe,20.15,92.9,26.24,90,99,2.27,MM,1691962420
442,bubaque,11.2833,-15.8333,26.32,85,100,7.36,GW,1691962420
443,kenai,60.5544,-151.2583,17.05,71,75,2.57,US,1691962420
444,kone,-21.0595,164.8658,21.69,48,92,1.3,NC,1691962420
445,waingapu,-9.6567,120.2641,22.71,89,5,3.16,ID,1691962420
446,lata,40.1629,-8.3327,13.14,97,76,1.0,PT,1691962420
447,nemuro,43.3236,145.575,14.36,82,100,7.29,JP,1691962421
448,rio brilhante,-21.8019,-54.5464,22.34,58,98,2.52,BR,1691962290
449,crane,31.3974,-102.3501,39.1,18,0,5.01,US,1691962421
450,kirakira,-10.4544,161.9205,26.42,81,100,3.94,SB,1691962421
451,illizi,26.4833,8.4667,33.89,18,0,4.54,DZ,1691962421
452,chul'man,56.8479,124.9104,14.7,95,99,3.32,RU,1691962421
453,ussel,45.55,2.3167,20.49,98,50,1.27,FR,1691962421
454,pariaman,-0.619,100.12,24.03,91,66,1.42,ID,1691962421
455,nizhnekamsk,55.6366,51.8245,22.44,33,0,5.0,RU,1691962421
456,vanino,49.0869,140.2543,15.59,80,100,2.8,RU,1691962421
457,selfoss,63.9331,-20.9971,12.8,91,1,2.97,IS,1691962422
458,klyuchi,52.2667,79.1667,10.39,86,99,2.78,RU,1691962422
459,amungan,15.3652,119.9582,27.32,84,100,1.17,PH,1691962422
460,taulaga,-11.0553,-171.0883,28.14,72,24,7.51,AS,1691962422
461,rikaze,29.25,88.8833,15.16,55,100,1.37,CN,1691962422
462,ulsteinvik,62.3432,5.8487,17.64,91,100,1.34,NO,1691962385
463,kavieng,-2.5744,150.7967,27.16,81,69,5.43,PG,1691962422
464,puerto deseado,-47.7503,-65.8938,5.36,71,85,3.97,AR,1691962422
465,kintampo,8.0563,-1.7306,23.18,87,89,2.3,GH,1691962422
466,buka,40.8108,69.1986,15.17,36,0,3.17,UZ,1691962423
467,baneh,35.9975,45.8853,22.2,26,0,3.67,IR,1691962423
468,tacna,-18.0056,-70.2483,18.11,68,0,4.63,PE,1691962423
469,tshabong,-26.05,22.45,13.59,21,0,1.68,BW,1691962423
470,novodvinsk,64.4165,40.8122,16.04,97,42,1.88,RU,1691962423
471,tavda,58.0425,65.2726,11.02,68,77,2.39,RU,1691962423
472,progreso,21.2833,-89.6667,34.06,71,100,6.6,MX,1691962423
473,galliano,29.4422,-90.2992,37.78,52,0,5.14,US,1691962424
474,calderitas,18.55,-88.25,33.06,62,40,9.26,MX,1691962424
475,dukhan,25.4297,50.7858,33.96,65,10,5.68,QA,1691962424
476,east grand forks,47.93,-97.0245,19.43,88,100,3.6,US,1691962424
477,kasama,-10.2129,31.1808,15.15,58,56,1.52,ZM,1691962424
478,fort st. john,56.2499,-120.8529,26.94,36,20,10.29,CA,1691962424
479,osakarovka,50.565,72.5692,10.71,57,100,3.23,KZ,1691962424
480,el hadjira,32.6134,5.5126,32.57,25,0,4.59,DZ,1691962424
481,ciudad lazaro cardenas,17.9583,-102.2,30.77,74,5,4.13,MX,1691962424
482,barabinsk,55.3571,78.357,8.94,93,100,3.31,RU,1691962424
483,guayaramerin,-10.8368,-65.3614,22.13,90,100,1.66,BO,1691962425
484,shimoda,34.6667,138.95,26.17,86,100,8.67,JP,1691962425
485,kizel,59.0471,57.6477,11.24,92,11,0.27,RU,1691962425
486,asaita,11.5636,41.4394,35.17,34,13,4.81,ET,1691962425
487,bamboo flat,11.7,92.7167,27.05,89,40,2.06,IN,1691962425
488,ain taya,36.7933,3.2869,25.91,83,20,0.0,DZ,1691962425
489,shahrud,36.4182,54.9763,20.69,36,0,3.75,IR,1691962425
490,kutum,14.2,24.6667,21.63,78,66,4.56,SD,1691962425
491,cole harbour,44.6724,-63.4751,20.66,95,95,2.57,CA,1691962426
492,ta`u,-14.2336,-169.5144,27.6,78,63,6.61,AS,1691962426
493,oranjemund,-28.55,16.4333,11.42,93,0,3.54,NA,1691962426
494,krupki,54.3178,29.1358,16.33,80,30,2.3,BY,1691962426
495,sechura,-5.5569,-80.8222,25.83,64,86,6.68,PE,1691962426
496,sandnessjoen,66.0217,12.6316,16.06,72,0,2.57,NO,1691962426
497,santo antonio,-6.3106,-35.4789,22.74,82,38,6.8,BR,1691962426
498,newala kisimani,-10.95,39.2833,17.05,92,37,2.07,TZ,1691962426
499,massandra,44.5167,34.1833,22.75,49,0,3.26,UA,1691962426
500,east ballina,-28.8667,153.5833,13.78,83,6,2.16,AU,1691962427
501,presidente medici,-11.1753,-61.9014,27.31,55,100,4.28,BR,1691962427
502,lodja,-3.4833,23.4333,23.39,66,63,1.16,CD,1691962427
503,trairi,-3.2778,-39.2689,25.56,82,56,5.45,BR,1691962427
504,taoudenni,22.6783,-3.9836,39.34,7,11,5.47,ML,1691962427
505,palu,-0.8917,119.8707,23.86,93,94,1.03,ID,1691962427
506,sokode,8.9833,1.1333,23.84,94,75,1.03,TG,1691962427
507,tazacorte,28.629,-17.9293,24.54,88,10,7.72,ES,1691962427
508,morogoro,-6.8167,37.6667,19.64,82,35,1.41,TZ,1691962427
509,el rosario,24.2556,-107.1828,34.83,49,7,5.46,MX,1691962427
510,belle fourche,44.6714,-103.8522,21.29,46,99,7.78,US,1691962398
511,izluchinsk,60.9794,76.9242,14.01,81,73,4.28,RU,1691962428
512,yigo village,13.5361,144.8886,25.62,88,40,5.14,GU,1691962428
513,brookings,44.3114,-96.7984,19.69,98,100,4.12,US,1691962277
514,sinop,41.7711,34.8709,19.81,84,0,2.02,TR,1691962428
515,rossosh',51.1209,38.5116,16.78,79,11,1.93,RU,1691962413
516,patong,7.8961,98.2966,28.34,76,92,9.09,TH,1691962428
517,al burayqah,30.4062,19.5739,25.97,68,0,5.14,LY,1691962428
518,calca,-13.3333,-71.95,17.64,74,100,3.27,PE,1691962428
519,huarmey,-10.0681,-78.1522,22.03,73,40,4.57,PE,1691962428
520,mandalgovi,45.7625,106.2708,18.41,56,87,6.28,MN,1691962428
521,fada,9.5667,8.3,19.66,98,98,1.7,NG,1691962429
522,east london,-33.0153,27.9116,16.5,81,100,4.72,ZA,1691962429
523,huambo,-12.7761,15.7392,18.89,32,3,2.57,AO,1691962429
524,ghat,24.9647,10.1728,31.54,18,0,4.96,LY,1691962429
525,veternik,45.2533,19.7594,19.03,46,0,1.14,RS,1691962429
526,zaozersk,69.4005,32.4476,13.62,86,98,1.85,RU,1691962429
527,rio rico,31.4715,-110.9765,36.24,34,28,5.89,US,1691962429
528,selkirk,50.1436,-96.8845,23.39,70,100,3.52,CA,1691962429
529,kuzhener,56.8111,48.9128,20.57,50,100,2.72,RU,1691962429
530,antofagasta,-23.65,-70.4,18.6,76,2,1.43,CL,1691962343
531,levuka,50.1834,-105.4011,20.9,33,54,5.32,CA,1691962430
532,kaa-khem,51.6833,94.7333,13.97,88,21,0.54,RU,1691962430
533,khandyga,62.6667,135.6,20.48,56,100,1.59,RU,1691962430
534,panjab,34.388,67.0233,10.2,52,0,2.63,AF,1691962430
535,amahai,-3.3333,128.9167,24.33,88,100,2.13,ID,1691962430
536,chajul,15.4853,-91.0342,25.02,94,100,1.84,GT,1691962430
537,visby,57.6409,18.296,15.12,94,96,3.09,SE,1691962172
538,al 'aziziyah,32.9058,45.0616,38.82,6,0,6.25,IQ,1691962430
539,timmins,48.4669,-81.3331,19.9,68,75,4.12,CA,1691962431
540,kenora,49.8167,-94.4337,22.1,52,75,4.12,CA,1691962272
541,santa ana,33.7456,-117.8678,37.45,64,20,5.14,US,1691962151
542,miches,18.9836,-69.0476,33.11,77,16,5.16,DO,1691962431
543,yaren,-0.5472,166.916,27.75,76,84,4.49,NR,1691962431
544,tabou,4.423,-7.3528,24.33,80,89,4.67,CI,1691962431
545,horta,38.5333,-28.6333,23.9,85,28,5.36,PT,1691962431
546,nizhneangarsk,55.7833,109.55,13.35,83,31,0.95,RU,1691962431
547,concepcion,-36.827,-73.0498,13.89,77,0,5.66,CL,1691962265
548,caister-on-sea,52.6481,1.7265,18.36,75,72,4.38,GB,1691962431
549,kodinsk,58.6881,99.1844,16.09,97,94,0.6,RU,1691962431
550,sfax,34.7406,10.7603,27.08,54,20,3.09,TN,1691962431
551,najran,17.4924,44.1277,29.36,35,19,2.41,SA,1691962432
552,remire-montjoly,4.9167,-52.2667,29.02,74,0,3.09,GF,1691962432
553,marka,1.7159,44.7717,24.45,91,51,6.01,SO,1691962432
554,santana,-0.0583,-51.1817,31.1,70,20,3.6,BR,1691962231
555,sereflikochisar,38.9393,33.5386,28.89,34,47,3.77,TR,1691962432
556,sisak,45.4661,16.3783,18.99,77,0,0.18,HR,1691962432
557,san sebastian de la gomera,28.0916,-17.1133,29.2,57,0,3.09,ES,1691962432
558,daye,30.0833,114.95,24.85,96,93,1.67,CN,1691962432
559,colonia,50.9333,6.95,20.54,75,0,1.03,DE,1691962186
560,ronneby,56.21,15.276,13.28,100,100,1.03,SE,1691962432
561,dhemaji,27.4833,94.5833,24.3,95,100,1.17,IN,1691962433
562,pinsk,52.1229,26.0951,18.86,71,62,3.57,BY,1691962433
563,hankasalmi,62.3833,26.4333,16.62,95,22,1.6,FI,1691962433
564,sorong,-0.8833,131.25,26.01,87,100,4.93,ID,1691962433
565,chegdomyn,51.1167,133.0167,17.06,99,100,0.55,RU,1691962433
566,gandajika,-6.75,23.95,25.23,24,35,2.4,CD,1691962433
567,sao raimundo nonato,-9.0153,-42.6994,25.33,30,7,1.48,BR,1691962433
568,preobrazheniye,42.9019,133.9064,18.29,93,98,6.44,RU,1691962433
569,mejit,10.2753,170.8646,28.14,74,73,6.76,MH,1691962434
570,petauke,-14.2426,31.3253,17.92,40,0,3.31,ZM,1691962434
571,todos santos,23.45,-110.2167,30.25,72,4,4.53,MX,1691962434
572,ust'-kut,56.7938,105.7672,14.44,84,1,0.5,RU,1691962434
573,narasannapeta,18.4167,84.05,27.86,76,100,1.77,IN,1691962434
574,pearsall,28.8922,-99.095,42.99,18,1,6.83,US,1691962434
575,carnarvon,-24.8667,113.6333,15.49,74,0,6.55,AU,1691962434
576,galveston,29.3669,-94.9669,39.49,63,0,7.2,US,1691962266
577,broken hill,-31.95,141.4333,11.07,90,86,3.14,AU,1691962434
578,tucupita,9.0622,-62.051,31.28,53,39,3.55,VE,1691962434
579,mariental,-24.6333,17.9667,12.78,15,0,4.33,NA,1691962435
